word,pos,zipf,flags,theme_tags
radio,noun,5.01,atomic=False,
radiology,noun,3.19,atomic=False,
radios,noun,3.41,atomic=False,
radish,noun,2.78,atomic=True,
radishes,noun,2.67,atomic=False,
radium,noun,2.8,atomic=False,
radius,noun,3.86,atomic=False,
radon,noun,2.89,atomic=True,
raffle,noun,3.19,atomic=False,
raffles,noun,2.84,atomic=False,
raft,noun,3.46,atomic=True,
rafters,noun,3.01,atomic=True,
rafting,verb,2.83,atomic=False,
rafts,noun,2.88,atomic=True,
rag,noun,3.55,atomic=True,
rage,noun,4.11,atomic=True,
raged,verb,3.06,atomic=True,
rages,noun,3.06,atomic=True,
ragged,verb,3.19,atomic=True,
raging,verb,3.65,atomic=False,
rags,noun,3.33,atomic=True,
raid,noun,4.19,atomic=True,
raided,verb,3.47,atomic=False,
raider,noun,3.31,atomic=True,
raiders,noun,3.93,atomic=True,
raiding,verb,3.27,atomic=False,
raids,noun,3.89,atomic=True,
rail,noun,4.41,atomic=True,
railed,verb,2.75,atomic=True,
railing,noun,3.26,atomic=False,
railings,noun,3.0,atomic=False,
railroad,noun,4.32,atomic=False,
railroads,noun,3.47,atomic=False,
rails,noun,3.79,atomic=True,
railway,noun,4.46,atomic=False,
railways,noun,3.85,atomic=False,
rain,noun,4.71,atomic=True,
rainbow,noun,4.07,atomic=False,
rainbows,noun,3.19,atomic=False,
raincoat,noun,2.68,atomic=False,
raindrops,noun,2.75,atomic=False,
rained,verb,3.31,atomic=True,
rainfall,noun,3.82,atomic=False,
rainier,adj,2.87,atomic=True,
raining,verb,3.72,atomic=False,
rains,noun,3.84,atomic=True,
rainstorm,noun,2.62,atomic=False,
rainwater,noun,3.0,atomic=False,
rainy,adj,3.74,atomic=True,
raise,noun,4.75,atomic=True,
raised,verb,4.84,atomic=True,
raiser,noun,2.94,atomic=False,
raises,noun,4.05,atomic=False,
raisin,noun,3.01,atomic=True,
raising,noun,4.43,atomic=False,
raisins,noun,3.14,atomic=True,
raj,noun,3.55,atomic=True,
raja,noun,3.31,atomic=False,
rajah,noun,2.65,atomic=False,
rake,noun,3.38,atomic=True,
raked,verb,2.86,atomic=True,
rakes,noun,2.71,atomic=True,
raking,verb,2.95,atomic=False,
rallied,verb,3.27,atomic=False,
rallies,noun,3.64,atomic=False,
rally,noun,4.34,atomic=False,
rallying,noun,3.24,atomic=False,
ram,noun,4.19,atomic=True,
ramble,noun,2.85,atomic=False,
rambler,noun,2.63,atomic=False,
rambling,verb,3.21,atomic=False,
rami,noun,2.95,atomic=False,
rammed,verb,3.04,atomic=True,
ramming,verb,2.8,atomic=False,
ramp,noun,3.83,atomic=True,
rampage,noun,3.4,atomic=False,
rampant,adj,3.55,atomic=False,
rampart,noun,2.77,atomic=False,
ramparts,noun,2.74,atomic=False,
ramped,verb,2.7,atomic=True,
ramping,verb,2.89,atomic=False,
ramps,noun,3.28,atomic=True,
rams,noun,3.74,atomic=True,
ran,verb,4.87,atomic=True,
ranch,noun,4.03,atomic=True,
rancher,noun,3.03,atomic=False,
ranchers,noun,3.07,atomic=False,
ranches,noun,2.91,atomic=False,
ranching,noun,2.71,atomic=False,
rancid,adj,2.8,atomic=False,
rand,noun,3.83,atomic=True,
random,adj,4.58,atomic=False,
randomly,adv,3.97,atomic=False,
randy,adj,3.92,atomic=True,
rang,verb,3.72,atomic=True,
range,noun,5.12,atomic=True,
ranged,verb,3.74,atomic=True,
ranger,noun,3.88,atomic=True,
rangers,noun,4.23,atomic=True,
ranges,noun,4.05,atomic=True,
ranging,verb,4.19,atomic=False,
rani,noun,2.99,atomic=True,
rank,noun,4.44,atomic=True,
ranked,verb,4.35,atomic=True,
ranking,noun,4.19,atomic=False,
rankings,noun,3.97,atomic=False,
ranks,noun,4.23,atomic=True,
ransacked,verb,2.75,atomic=False,
ransom,noun,3.68,atomic=False,
rant,noun,3.67,atomic=True,
ranting,noun,3.14,atomic=False,
rants,noun,3.12,atomic=True,
rap,noun,4.12,atomic=True,
rape,noun,4.48,atomic=True,
raped,verb,4.08,atomic=True,
rapes,noun,3.36,atomic=True,
rapid,noun,4.38,atomic=True,
rapidly,adv,4.34,atomic=False,
rapids,noun,3.64,atomic=True,
raping,verb,3.54,atomic=False,
rapist,noun,3.62,atomic=True,
rapists,noun,3.34,atomic=True,
rapped,verb,2.7,atomic=True,
rapper,noun,3.96,atomic=False,
rappers,noun,3.51,atomic=False,
rapping,verb,3.25,atomic=False,
rapport,noun,3.17,atomic=False,
raps,noun,3.1,atomic=True,
raptor,noun,3.15,atomic=False,
raptors,noun,3.48,atomic=False,
rapture,noun,3.17,atomic=False,
rare,adj,4.77,atomic=True,
rarely,adv,4.42,atomic=True,
rarer,adj,3.05,atomic=False,
rarest,adj,3.07,atomic=True,
rarities,noun,2.61,atomic=False,
rarity,noun,3.36,atomic=False,
ras,noun,3.21,atomic=True,
rascal,noun,3.07,atomic=False,
rascals,noun,2.74,atomic=False,
rash,noun,3.67,atomic=True,
rashes,noun,2.73,atomic=False,
raspberry,noun,3.5,atomic=False,
raspy,adj,2.64,atomic=True,
raster,noun,2.61,atomic=True,
rat,noun,4.17,atomic=True,
ratchet,noun,3.15,atomic=False,
rate,noun,5.14,atomic=True,
rated,verb,4.3,atomic=False,
rates,noun,4.88,atomic=True,
rather,adv,5.32,atomic=True,
ratified,verb,3.41,atomic=False,
ratify,verb,2.94,atomic=False,
rating,noun,4.45,atomic=False,
ratings,noun,4.25,atomic=False,
ratio,noun,4.37,atomic=False,
ration,noun,3.17,atomic=False,
rational,noun,4.06,atomic=False,
rationale,noun,3.53,atomic=False,
rationing,noun,3.01,atomic=False,
rations,noun,3.24,atomic=False,
ratios,noun,3.63,atomic=False,
rats,noun,4.05,atomic=True,
rattan,noun,2.63,atomic=False,
rattle,noun,3.35,atomic=False,
rattled,verb,3.16,atomic=False,
rattles,noun,2.79,atomic=False,
rattling,noun,3.2,atomic=False,
raucous,adj,2.82,atomic=False,
raunchy,adj,2.81,atomic=True,
ravaged,verb,3.17,atomic=False,
ravages,noun,2.76,atomic=False,
rave,noun,3.52,atomic=True,
ravel,noun,2.71,atomic=False,
raven,noun,3.79,atomic=True,
ravenous,adj,2.76,atomic=False,
ravens,noun,3.66,atomic=True,
raves,noun,2.83,atomic=True,
ravine,noun,3.15,atomic=True,
raving,noun,3.15,atomic=False,
ravioli,noun,2.86,atomic=False,
ravishing,verb,2.69,atomic=False,
raw,noun,4.53,atomic=True,
ray,noun,4.69,atomic=True,
rayon,noun,2.99,atomic=False,
rays,noun,4.03,atomic=True,
razed,verb,2.79,atomic=True,
razor,noun,3.72,atomic=False,
razors,noun,2.85,atomic=False,
reach,noun,4.94,atomic=True,
reachable,adj,2.71,atomic=False,
reached,verb,4.85,atomic=True,
reaches,noun,4.16,atomic=False,
reaching,noun,4.46,atomic=False,
react,verb,4.16,atomic=False,
reacted,verb,3.64,atomic=False,
reacting,verb,3.62,atomic=False,
reaction,noun,4.73,atomic=False,
reactions,noun,4.24,atomic=False,
reactive,adj,3.54,atomic=False,
reactor,noun,3.83,atomic=False,
reactors,noun,3.52,atomic=False,
reacts,verb,3.57,atomic=False,
read,noun,5.54,atomic=True,
readable,adj,3.29,atomic=False,
reader,noun,4.34,atomic=False,
readers,noun,4.41,atomic=False,
readily,adv,3.93,atomic=False,
readiness,noun,3.59,atomic=False,
reading,noun,5.14,atomic=False,
readings,noun,3.85,atomic=False,
readout,noun,2.69,atomic=False,
reads,noun,4.25,atomic=True,
ready,noun,5.28,atomic=True,
reaffirm,verb,2.83,atomic=False,
reaffirms,verb,2.71,atomic=False,
reagent,noun,2.88,atomic=True,
reagents,noun,2.86,atomic=True,
real,noun,5.6,atomic=False,
realise,verb,4.26,atomic=False,
realised,verb,4.08,atomic=False,
realises,verb,3.16,atomic=False,
realising,verb,3.41,atomic=False,
realism,noun,3.69,atomic=False,
realist,noun,3.26,atomic=False,
realistic,adj,4.16,atomic=False,
realities,noun,3.67,atomic=False,
reality,noun,4.89,atomic=False,
realize,verb,4.83,atomic=False,
realized,verb,4.59,atomic=False,
realizes,verb,3.75,atomic=False,
realizing,verb,3.97,atomic=False,
really,adv,5.97,atomic=False,
realm,noun,4.06,atomic=True,
realms,noun,3.45,atomic=True,
reals,noun,2.73,atomic=False,
realty,noun,3.36,atomic=False,
reap,verb,3.53,atomic=True,
reaped,verb,2.77,atomic=True,
reaper,noun,3.3,atomic=True,
reapers,noun,2.63,atomic=True,
reaping,verb,2.96,atomic=False,
reappear,verb,3.01,atomic=False,
reappears,verb,2.71,atomic=False,
rear,noun,4.43,atomic=True,
reared,verb,3.07,atomic=True,
rearing,noun,3.1,atomic=False,
rearrange,verb,3.01,atomic=False,
rears,noun,2.6,atomic=True,
reason,noun,5.32,atomic=False,
reasoned,verb,3.31,atomic=False,
reasoning,noun,4.01,atomic=False,
reasons,noun,4.93,atomic=False,
reassess,verb,2.8,atomic=False,
reassure,verb,3.3,atomic=False,
reassured,verb,3.11,atomic=False,
reb,noun,2.8,atomic=True,
rebate,noun,3.31,atomic=False,
rebates,noun,3.18,atomic=False,
rebel,noun,4.08,atomic=True,
rebelled,verb,2.95,atomic=False,
rebelling,verb,2.71,atomic=False,
rebellion,noun,3.94,atomic=False,
rebels,noun,4.07,atomic=True,
rebirth,noun,3.4,atomic=False,
reboot,verb,3.54,atomic=False,
rebooted,verb,2.74,atomic=False,
rebooting,verb,2.63,atomic=False,
reborn,adj,3.39,atomic=False,
rebound,noun,3.53,atomic=False,
rebounded,verb,2.86,atomic=False,
rebounds,noun,3.76,atomic=False,
rebuffed,verb,2.73,atomic=False,
rebuild,verb,3.9,atomic=False,
rebuilt,verb,3.62,atomic=False,
rebuke,noun,3.1,atomic=False,
rebuked,verb,2.81,atomic=False,
rebut,verb,2.6,atomic=False,
rebuttal,noun,3.1,atomic=False,
recall,noun,4.4,atomic=False,
recalled,verb,3.98,atomic=False,
recalling,verb,3.38,atomic=False,
recalls,noun,3.67,atomic=False,
recap,noun,3.45,atomic=False,
recaps,noun,2.65,atomic=False,
recapture,noun,3.2,atomic=False,
recast,verb,2.94,atomic=False,
recede,verb,2.71,atomic=False,
receded,verb,2.78,atomic=False,
receding,noun,2.97,atomic=False,
receipt,noun,3.92,atomic=False,
receipts,noun,3.69,atomic=False,
receive,verb,4.85,atomic=False,
received,verb,5.16,atomic=False,
receiver,noun,4.09,atomic=False,
receivers,noun,3.67,atomic=False,
receives,verb,4.19,atomic=False,
receiving,verb,4.59,atomic=False,
recent,noun,5.04,atomic=False,
recently,adv,5.02,atomic=False,
reception,noun,4.23,atomic=False,
receptive,adj,3.32,atomic=False,
receptor,noun,3.79,atomic=False,
receptors,noun,3.65,atomic=False,
recess,noun,3.53,atomic=False,
recessed,verb,2.99,atomic=False,
recesses,noun,2.77,atomic=False,
recession,noun,3.85,atomic=False,
recessive,noun,2.91,atomic=False,
recharge,verb,3.4,atomic=True,
recharged,verb,2.61,atomic=True,
recipe,noun,4.23,atomic=True,
recipes,noun,3.99,atomic=True,
recipient,noun,3.94,atomic=False,
recital,noun,3.28,atomic=True,
recitals,noun,2.79,atomic=True,
recite,verb,3.28,atomic=False,
recited,verb,3.14,atomic=False,
recites,verb,2.64,atomic=False,
reciting,verb,3.12,atomic=False,
reckless,adj,3.82,atomic=False,
reckon,verb,3.76,atomic=False,
reckoned,verb,3.26,atomic=False,
reckoning,noun,3.28,atomic=False,
reckons,verb,2.88,atomic=False,
reclaim,verb,3.44,atomic=False,
reclaimed,verb,3.33,atomic=False,
reclining,noun,2.91,atomic=False,
recluse,noun,2.92,atomic=True,
reclusive,adj,2.76,atomic=False,
recognise,verb,3.92,atomic=False,
recognize,verb,4.52,atomic=False,
recoil,noun,3.19,atomic=False,
recollect,verb,2.69,atomic=False,
recommend,verb,4.61,atomic=False,
reconcile,verb,3.5,atomic=False,
record,noun,5.21,atomic=True,
recorded,verb,4.66,atomic=False,
recorder,noun,3.71,atomic=True,
recorders,noun,3.19,atomic=True,
recording,noun,4.51,atomic=False,
records,noun,4.9,atomic=True,
recount,noun,3.24,atomic=False,
recounted,verb,3.2,atomic=False,
recounts,noun,3.23,atomic=False,
recoup,verb,2.98,atomic=False,
recourse,noun,3.29,atomic=False,
recover,verb,4.29,atomic=False,
recovered,verb,4.25,atomic=False,
recovers,verb,3.27,atomic=False,
recovery,noun,4.58,atomic=False,
recreate,verb,3.52,atomic=False,
recreated,verb,3.15,atomic=False,
recreates,verb,2.63,atomic=False,
recruit,noun,3.89,atomic=False,
recruited,verb,3.81,atomic=False,
recruiter,noun,3.26,atomic=False,
recruits,noun,3.68,atomic=False,
rectal,adj,2.9,atomic=False,
rectangle,noun,3.24,atomic=False,
rectified,verb,2.92,atomic=False,
rectify,verb,3.17,atomic=False,
rector,noun,3.34,atomic=False,
rectory,noun,2.88,atomic=False,
rectum,noun,2.96,atomic=False,
recur,verb,2.65,atomic=False,
recurrent,adj,3.24,atomic=False,
recurring,verb,3.71,atomic=False,
recursion,noun,2.65,atomic=False,
recursive,adj,2.9,atomic=False,
recycle,verb,3.35,atomic=False,
recycled,verb,3.56,atomic=False,
recycling,noun,3.76,atomic=False,
red,noun,5.32,atomic=True,
redacted,verb,3.05,atomic=False,
redding,noun,3.03,atomic=False,
reddish,adj,3.39,atomic=False,
redeem,verb,3.53,atomic=False,
redeemed,verb,3.34,atomic=False,
redeemer,noun,3.01,atomic=False,
redeeming,verb,3.01,atomic=False,
redefine,verb,3.09,atomic=False,
redefined,verb,2.99,atomic=False,
redesign,verb,3.42,atomic=False,
redhead,noun,3.23,atomic=False,
redheads,noun,2.65,atomic=False,
redirect,verb,3.21,atomic=False,
redirects,verb,2.65,atomic=False,
redline,verb,2.66,atomic=False,
redneck,noun,3.13,atomic=False,
rednecks,noun,2.66,atomic=False,
redness,noun,2.95,atomic=False,
redo,verb,3.19,atomic=False,
redone,verb,2.86,atomic=False,
redox,noun,2.75,atomic=False,
redress,noun,3.15,atomic=False,
reds,noun,3.91,atomic=True,
redskins,noun,3.63,atomic=False,
reduce,verb,4.73,atomic=False,
reduced,verb,4.64,atomic=False,
reduces,verb,3.98,atomic=False,
reducing,noun,4.36,atomic=False,
reductase,noun,2.71,atomic=False,
reduction,noun,4.39,atomic=False,
reductive,adj,2.75,atomic=False,
redundant,adj,3.59,atomic=False,
redux,adj,2.74,atomic=False,
redwood,noun,3.22,atomic=False,
reed,noun,4.07,atomic=True,
reeds,noun,3.02,atomic=True,
reef,noun,3.83,atomic=True,
reefer,noun,2.66,atomic=True,
reefs,noun,3.36,atomic=True,
reek,noun,2.76,atomic=True,
reeks,noun,2.81,atomic=True,
reel,noun,3.68,atomic=True,
reelected,verb,2.95,atomic=False,
reeled,verb,2.61,atomic=True,
reeling,verb,3.09,atomic=False,
reels,noun,3.12,atomic=True,
reentry,noun,2.83,atomic=False,
reeve,noun,2.91,atomic=True,
reeves,noun,3.52,atomic=True,
ref,noun,3.95,atomic=True,
refer,verb,4.45,atomic=False,
referee,noun,3.86,atomic=False,
referees,noun,3.43,atomic=False,
reference,noun,4.74,atomic=False,
referral,noun,3.6,atomic=False,
referrals,noun,3.2,atomic=False,
referred,verb,4.61,atomic=False,
referring,verb,4.35,atomic=False,
refers,verb,4.25,atomic=True,
refill,noun,3.24,atomic=False,
refilled,verb,2.66,atomic=False,
refills,noun,2.74,atomic=False,
refinance,verb,2.92,atomic=False,
refine,verb,3.28,atomic=False,
refined,verb,3.83,atomic=False,
refiners,noun,2.6,atomic=False,
refinery,noun,3.49,atomic=False,
refining,noun,3.41,atomic=False,
refit,noun,2.67,atomic=False,
reflect,verb,4.39,atomic=False,
reflected,verb,4.12,atomic=False,
reflector,noun,3.0,atomic=False,
reflects,verb,4.11,atomic=False,
reflex,noun,3.44,atomic=False,
reflexes,noun,3.24,atomic=False,
reflexive,noun,2.84,atomic=False,
reflux,noun,2.99,atomic=False,
refocus,verb,2.72,atomic=False,
reform,noun,4.53,atomic=False,
reformed,verb,3.61,atomic=False,
reformer,noun,3.13,atomic=False,
reformers,noun,3.13,atomic=False,
reforming,verb,3.26,atomic=False,
reformist,noun,2.92,atomic=False,
reforms,noun,4.06,atomic=False,
refrain,noun,3.63,atomic=False,
refrained,verb,2.85,atomic=False,
refresh,verb,3.65,atomic=False,
refreshed,verb,3.25,atomic=False,
refresher,noun,2.92,atomic=False,
refs,noun,3.68,atomic=True,
refuel,verb,2.84,atomic=False,
refueling,noun,2.93,atomic=False,
refuge,noun,3.91,atomic=True,
refugee,noun,3.98,atomic=True,
refugees,noun,4.26,atomic=True,
refuges,noun,2.81,atomic=True,
refund,noun,3.94,atomic=False,
refunded,verb,3.18,atomic=False,
refunds,noun,3.37,atomic=False,
refusal,noun,3.83,atomic=False,
refuse,noun,4.39,atomic=True,
refused,verb,4.54,atomic=False,
refuses,noun,4.02,atomic=False,
refusing,verb,3.99,atomic=False,
refute,verb,3.14,atomic=False,
refuted,verb,3.07,atomic=False,
refutes,verb,2.68,atomic=False,
refuting,verb,2.63,atomic=False,
regain,verb,3.73,atomic=False,
regained,verb,3.49,atomic=False,
regaining,noun,3.06,atomic=False,
regains,verb,2.72,atomic=False,
regal,adj,3.34,atomic=False,
regalia,noun,2.7,atomic=False,
regard,noun,4.36,atomic=False,
regarded,verb,4.29,atomic=False,
regarding,verb,4.67,atomic=False,
regards,noun,4.2,atomic=False,
regatta,noun,2.87,atomic=False,
regency,noun,3.25,atomic=False,
regent,noun,3.45,atomic=False,
regents,noun,3.28,atomic=False,
reggae,noun,3.47,atomic=False,
regime,noun,4.3,atomic=True,
regimen,noun,3.29,atomic=False,
regimens,noun,2.76,atomic=False,
regiment,noun,3.93,atomic=False,
regiments,noun,3.3,atomic=False,
regimes,noun,3.53,atomic=True,
regina,noun,3.61,atomic=False,
region,noun,5.0,atomic=False,
regional,adj,4.72,atomic=False,
regions,noun,4.53,atomic=False,
register,noun,4.59,atomic=False,
registers,noun,3.51,atomic=False,
registrar,noun,3.37,atomic=False,
registry,noun,3.77,atomic=False,
regress,noun,2.63,atomic=True,
regret,noun,4.37,atomic=False,
regrets,noun,3.78,atomic=False,
regretted,verb,3.41,atomic=False,
regroup,verb,3.06,atomic=False,
regular,noun,4.95,atomic=False,
regularly,adv,4.52,atomic=False,
regulars,noun,3.37,atomic=False,
regulate,verb,3.87,atomic=False,
regulated,verb,3.98,atomic=False,
regulates,verb,3.31,atomic=False,
regulator,noun,3.62,atomic=False,
rehearsal,noun,3.68,atomic=False,
rehearse,verb,2.94,atomic=False,
rehearsed,verb,3.06,atomic=False,
reheat,verb,2.6,atomic=False,
reign,noun,4.07,atomic=True,
reigned,verb,3.15,atomic=True,
reigning,verb,3.45,atomic=False,
reigns,noun,3.52,atomic=True,
reimburse,verb,3.06,atomic=False,
rein,noun,3.37,atomic=True,
reindeer,noun,3.32,atomic=False,
reinforce,verb,3.68,atomic=False,
reins,noun,3.31,atomic=True,
reinstall,verb,2.76,atomic=False,
reinstate,verb,3.09,atomic=False,
reinvent,verb,3.06,atomic=False,
reis,noun,2.69,atomic=True,
reissue,noun,3.01,atomic=False,
reissued,verb,2.8,atomic=False,
reiterate,verb,3.13,atomic=False,
reject,noun,4.03,atomic=False,
rejected,verb,4.37,atomic=False,
rejecting,verb,3.59,atomic=False,
rejection,noun,3.9,atomic=False,
rejects,noun,3.67,atomic=False,
rejoice,verb,3.46,atomic=False,
rejoiced,verb,2.65,atomic=False,
rejoicing,noun,2.97,atomic=False,
rejoin,verb,3.19,atomic=False,
rejoined,verb,3.02,atomic=False,
rejoining,verb,2.63,atomic=False,
rekindle,verb,2.71,atomic=False,
rekindled,verb,2.61,atomic=False,
relapse,noun,3.32,atomic=False,
relapsed,verb,2.71,atomic=False,
relate,verb,4.24,atomic=False,
related,verb,5.1,atomic=False,
relates,verb,3.82,atomic=False,
relating,verb,4.21,atomic=False,
relation,noun,4.31,atomic=False,
relations,noun,4.67,atomic=False,
relative,noun,4.48,atomic=False,
relatives,noun,4.2,atomic=False,
relax,verb,4.29,atomic=False,
relaxed,verb,4.01,atomic=False,
relaxes,verb,2.92,atomic=False,
relaxing,verb,3.9,atomic=False,
relay,noun,3.86,atomic=False,
relayed,verb,3.02,atomic=False,
relaying,verb,2.81,atomic=False,
relays,noun,3.19,atomic=False,
release,noun,5.09,atomic=False,
released,verb,5.05,atomic=False,
releases,noun,4.32,atomic=False,
releasing,verb,4.14,atomic=False,
relegated,verb,3.47,atomic=False,
relented,verb,2.71,atomic=False,
relevance,noun,3.75,atomic=False,
relevancy,noun,2.72,atomic=False,
relevant,adj,4.61,atomic=False,
reliable,adj,4.29,atomic=False,
reliably,adv,3.4,atomic=False,
reliance,noun,3.81,atomic=False,
reliant,adj,3.41,atomic=False,
relic,noun,3.37,atomic=False,
relics,noun,3.46,atomic=True,
relied,verb,3.82,atomic=False,
relief,noun,4.55,atomic=False,
reliefs,noun,2.87,atomic=False,
relies,verb,3.81,atomic=False,
relieve,verb,3.77,atomic=False,
relieved,verb,3.95,atomic=False,
reliever,noun,3.1,atomic=False,
relievers,noun,2.69,atomic=False,
relieves,noun,2.89,atomic=False,
relieving,verb,3.22,atomic=False,
religion,noun,4.74,atomic=False,
religions,noun,3.91,atomic=False,
religious,noun,4.85,atomic=False,
relish,noun,3.32,atomic=False,
relished,verb,2.65,atomic=False,
relive,verb,3.24,atomic=False,
reliving,noun,2.84,atomic=False,
reload,verb,3.26,atomic=True,
reloaded,verb,2.91,atomic=False,
reloading,verb,2.77,atomic=False,
relocate,verb,3.44,atomic=False,
relocated,verb,3.42,atomic=False,
reluctant,adj,3.81,atomic=False,
rely,verb,4.29,atomic=False,
relying,verb,3.81,atomic=False,
rem,noun,3.28,atomic=True,
remade,verb,3.01,atomic=False,
remain,verb,4.83,atomic=False,
remainder,noun,4.03,atomic=False,
remained,verb,4.62,atomic=False,
remaining,verb,4.63,atomic=False,
remains,noun,4.8,atomic=False,
remake,noun,3.79,atomic=False,
remakes,noun,2.94,atomic=False,
remaking,noun,2.78,atomic=False,
remand,noun,2.91,atomic=False,
remanded,verb,3.21,atomic=False,
remark,noun,3.66,atomic=False,
remarked,verb,3.59,atomic=False,
remarking,verb,2.81,atomic=False,
remarks,noun,4.16,atomic=False,
remarried,verb,3.08,atomic=False,
remarry,verb,2.66,atomic=False,
rematch,noun,3.44,atomic=False,
remedial,adj,3.08,atomic=False,
remedies,noun,3.83,atomic=False,
remedy,noun,3.82,atomic=False,
remember,verb,5.38,atomic=False,
remembers,verb,3.93,atomic=False,
remind,verb,4.37,atomic=False,
reminded,verb,4.17,atomic=False,
reminder,noun,4.12,atomic=False,
reminders,noun,3.36,atomic=False,
reminding,verb,3.73,atomic=False,
reminds,verb,4.22,atomic=False,
reminisce,verb,2.84,atomic=False,
remiss,adj,2.62,atomic=False,
remission,noun,3.19,atomic=False,
remit,noun,3.09,atomic=False,
remnant,noun,3.3,atomic=False,
remnants,noun,3.51,atomic=False,
remodel,verb,2.92,atomic=False,
remodeled,verb,3.04,atomic=False,
remorse,noun,3.49,atomic=False,
remote,noun,4.41,atomic=False,
remotely,adv,3.75,atomic=False,
removable,adj,3.29,atomic=False,
removal,noun,4.35,atomic=False,
removals,noun,2.87,atomic=False,
remove,noun,4.71,atomic=False,
removed,verb,4.79,atomic=False,
remover,noun,2.98,atomic=False,
removes,noun,3.72,atomic=False,
removing,verb,4.26,atomic=False,
renal,adj,3.44,atomic=False,
rename,verb,3.18,atomic=False,
renamed,verb,3.54,atomic=False,
renaming,verb,2.9,atomic=False,
render,noun,3.78,atomic=False,
rendered,verb,3.88,atomic=False,
rendering,noun,3.79,atomic=False,
renders,noun,3.3,atomic=False,
rendition,noun,3.45,atomic=False,
renegade,noun,3.23,atomic=False,
renegades,noun,2.84,atomic=False,
renew,verb,3.73,atomic=False,
renewable,adj,3.91,atomic=False,
renewal,noun,3.84,atomic=False,
renewals,noun,2.77,atomic=False,
renewed,verb,4.04,atomic=False,
renewing,verb,3.24,atomic=False,
renews,verb,2.75,atomic=False,
renounce,verb,3.19,atomic=False,
renounced,verb,3.0,atomic=False,
renovate,verb,3.05,atomic=False,
renovated,verb,3.56,atomic=False,
renown,noun,3.11,atomic=True,
renowned,adj,3.96,atomic=True,
rent,noun,4.58,atomic=True,
rental,noun,4.1,atomic=True,
rentals,noun,3.42,atomic=True,
rented,verb,3.88,atomic=False,
renter,noun,2.77,atomic=True,
renters,noun,3.16,atomic=True,
renting,noun,3.62,atomic=False,
rents,noun,3.58,atomic=True,
reopen,verb,3.42,atomic=False,
reopened,verb,3.49,atomic=False,
reopening,verb,3.24,atomic=False,
rep,noun,4.35,atomic=True,
repaid,verb,3.29,atomic=False,
repaint,verb,2.61,atomic=False,
repainted,verb,2.7,atomic=False,
repair,noun,4.41,atomic=False,
repaired,verb,3.77,atomic=False,
repairing,verb,3.55,atomic=False,
repairs,noun,4.08,atomic=False,
repay,verb,3.66,atomic=False,
repaying,verb,2.67,atomic=False,
repayment,noun,3.44,atomic=False,
repeal,noun,3.87,atomic=False,
repealed,verb,3.36,atomic=False,
repealing,verb,3.08,atomic=False,
repeat,noun,4.49,atomic=False,
repeated,verb,4.28,atomic=False,
repeater,noun,2.89,atomic=False,
repeating,noun,3.84,atomic=False,
repeats,noun,3.55,atomic=False,
repel,verb,3.2,atomic=False,
repelled,verb,2.98,atomic=False,
repellent,noun,2.94,atomic=False,
repelling,verb,2.68,atomic=False,
repent,verb,3.35,atomic=False,
repented,verb,2.6,atomic=False,
repertory,noun,2.98,atomic=False,
rephrase,verb,2.83,atomic=False,
replace,verb,4.58,atomic=False,
replaced,verb,4.55,atomic=False,
replaces,verb,3.63,atomic=False,
replacing,noun,4.15,atomic=False,
replay,noun,3.82,atomic=False,
replayed,verb,2.8,atomic=False,
replaying,verb,2.75,atomic=False,
replays,noun,3.15,atomic=False,
replenish,verb,3.04,atomic=False,
replete,verb,2.91,atomic=False,
replica,noun,3.67,atomic=False,
replicas,noun,3.0,atomic=False,
replicate,verb,3.55,atomic=False,
replied,verb,4.28,atomic=True,
replies,noun,3.95,atomic=True,
reply,noun,4.5,atomic=False,
replying,verb,3.55,atomic=False,
report,noun,5.32,atomic=False,
reportage,noun,2.65,atomic=False,
reported,verb,5.0,atomic=False,
reporter,noun,4.35,atomic=False,
reporters,noun,4.01,atomic=False,
reporting,noun,4.54,atomic=False,
reports,noun,4.9,atomic=False,
repose,noun,2.75,atomic=False,
represent,verb,4.58,atomic=False,
repress,verb,2.82,atomic=False,
repressed,verb,3.26,atomic=False,
reprieve,noun,2.88,atomic=False,
reprimand,noun,2.9,atomic=False,
reprint,noun,3.39,atomic=False,
reprinted,verb,3.51,atomic=False,
reprints,noun,3.03,atomic=False,
reprisal,noun,2.87,atomic=True,
reprisals,noun,2.89,atomic=True,
reprise,verb,2.96,atomic=True,
reproach,noun,2.94,atomic=False,
reproduce,verb,3.63,atomic=False,
reps,noun,3.61,atomic=True,
reptile,noun,3.25,atomic=False,
reptiles,noun,3.36,atomic=False,
reptilian,noun,2.75,atomic=False,
republic,noun,4.6,atomic=False,
republics,noun,3.32,atomic=False,
repugnant,adj,2.91,atomic=False,
repulsed,verb,3.01,atomic=False,
repulsion,noun,2.61,atomic=False,
repulsive,adj,3.18,atomic=False,
reputable,adj,3.41,atomic=False,
repute,noun,2.64,atomic=False,
reputed,verb,3.26,atomic=False,
request,noun,4.76,atomic=False,
requested,verb,4.33,atomic=False,
requests,noun,4.28,atomic=False,
requiem,noun,3.06,atomic=False,
require,verb,4.78,atomic=False,
required,verb,5.02,atomic=False,
requires,verb,4.67,atomic=False,
requiring,verb,4.14,atomic=False,
requisite,noun,3.24,atomic=False,
reread,verb,3.0,atomic=True,
rereading,verb,2.67,atomic=False,
